art,bio,che,eng,fre,ger,spa,mat,mus,phy,soc,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
128,102,128,126,98,66,101,139,200,125,96,
128,102,128,126,112,66,88,139,200,125,96,
